title,posterURL,planArea,planAddr,planLat,planLon,planCounty
구미호뎐 1938,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/202503/8d42ff92.jpg,순천드라마촬영장,전남 순천시 조례동 23,34.9584569682125,127.538244213124,순천시
"어쩌다 마주친, 그대",https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/202503/2aacea28.jpg,화순 사평풍류마을,전남 화순군 사평면 사평리 114-2,35.0037913124379,127.094803060161,화순군
방과 후 전쟁활동 (TVING),https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/168/JNFC_168.jpg,(구) 장흥교도소,전남 장흥군 용산면 어산리 962,34.62939199157511,126.90022014505392,장흥군
킬링 로맨스,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/202503/610d1ff6.jpg,낭도 장사금해수욕장,전남 여수시 화정면 낭도리 475-1,34.6002173397513,127.550534776351,여수시
가려진 섬,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/202503/1135ca93.jpg,돌산대교,전남 여수시 남산동 56-5,34.7307428628672,127.73469747694,여수시
꽃선비 열애사 (SBS),https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/167/JNFC_167.png,담양 만성리 대숲,전남 담양군 담양읍 삼다리 345-1,35.32719001417678,126.9612816533314,담양군
더 글로리 (넷플릭스),https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/166/JNFC_166.jpg,(구) 장흥교도소,전남 장흥군 용산면 어산리 962,34.62939199157511,126.90022014505392,장흥군
오아시스 (KBS2),https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/169/JNFC_169.jpg,(구) 장흥교도소,전남 장흥군 용산면 어산리 962,34.62939199157511,126.90022014505392,장흥군
술꾼도시여자들2 (TVING),https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/171/JNFC_171.jpg,해남 고천암방조제,전남 해남군 황산면 한자리 1637-14,34.5190363922681,126.463735319301,해남군
멍뭉이,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/174/JNFC_174.jpg,목포항국제여객터미널,전남 목포시 항동 6-10,34.782017851535656,126.3842787613771,목포시
아일랜드(TVING),https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/202503/f2085a19.jpg,(구) 삼산중학교,인천 부평구 삼산동 445-1,37.5164485299888,126.73618117666,
모범택시2 (SBS),https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/170/JNFC_170.jpg,보성 강골 마을,전남 보성군 득량면 오봉리 402-3,34.7626123663559,127.185780432864,보성군
카지노,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/190/JNFC_190.JPG,순천기독결핵재활원 (로이스 보양원),전남 순천시 조례동 131-1,34.9627447137361,127.536432785914,순천시
정이,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/202503/207c902f.jpg,신안 증도,전남 신안군 증도면 증동리 1930,34.9983562852601,126.170157848137,신안군
조선 정신과 의사 유세풍2,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/202503/fe3796e7.jpg,낙안읍성,전남 순천시 낙안면 동내리 438-1,34.90613559530928,127.34176553069862,순천시
법쩐,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/202503/66f313f4.jpg,(구) 장흥교도소,전남 장흥군 용산면 어산리 962,34.62939199157511,126.90022014505392,장흥군
스위치,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/202503/36b61fb1.jpg,순천만국가정원_도시숲,전남 순천시 풍덕동 338-34,34.9304423798949,127.50544971754,순천시
두뇌공조,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/202503/bb3d53d4.jpg,(구) 장흥교도소,전남 장흥군 용산면 어산리 962,34.62939199157511,126.90022014505392,장흥군
종이의 집 : 공동경제구역,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/202503/4210e40b.jpg,섬진강기차마을,전남 곡성군 오곡면 오지리 770-5,35.2795563224554,127.30786766033,곡성군
고양막걸리 사수 대작전 (웨이브),https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/165/JNFC_165.jpeg,곡성 압록 유원지,전남 곡성군 죽곡면 하한리,35.1923730638817,127.377283465248,곡성군
소방서 옆 경찰서 (SBS),https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/163/JNFC_163.png,순천드라마촬영장,전남 순천시 조례동 23,34.9584569682125,127.538244213124,순천시
커튼콜 (KBS2),https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/162/JNFC_162.jpg,순천드라마촬영장,전남 순천시 조례동 23,34.9584569682125,127.538244213124,순천시
블라인드 (tvN),https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/161/JNFC_161_1.jpg,(구) 장흥교도소,전남 장흥군 용산면 어산리 962,34.62939199157511,126.90022014505392,장흥군
수리남,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/202503/d78ccfd2.jpg,고흥항공센터,전남 고흥군 고흥읍 고소리 1167,34.61067697169873,127.20844211150796,고흥군
조선변호사,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/202503/6d891057.jpg,낙안읍성,전남 순천시 낙안면 동내리 438-1,34.90613559530928,127.34176553069862,순천시
빅마우스,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/202503/4d1fc06f.jpg,(구) 장흥교도소,전남 장흥군 용산면 어산리 962,34.62939199157511,126.90022014505392,장흥군
아다마스 (tvN),https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/160/JNFC_160_1.jpg,(구) 장흥교도소,전남 장흥군 용산면 어산리 962,34.62939199157511,126.90022014505392,장흥군
한산: 용의 출현,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/173/JNFC_173.jpg,흥국사,전남 여수시 중흥동 17,34.8211395359047,127.700496063595,여수시
외계+인 1부,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/175/JNFC_175.jpg,낙안읍성,전남 순천시 낙안면 동내리 438-1,34.90613559530928,127.34176553069862,순천시
안나,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/202503/4f115bdf.jpg,연희네슈퍼,전남 목포시 서산동 12-89,34.78171633298341,126.3772790647643,목포시
환혼 (tvN),https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/158/JNFC_158_1.jpg,백운동정원,전남 강진군 성전면 월남리 1216-24,34.743470599857325,126.69982954141918,강진군
징크스의 연인,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/202503/8333f4fb.jpg,(구) 장흥교도소,전남 장흥군 용산면 어산리 962,34.62939199157511,126.90022014505392,장흥군
인사이더,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/202503/c71042d0.jpg,(구) 장흥교도소,전남 장흥군 용산면 어산리 962,34.62939199157511,126.90022014505392,장흥군
닥터로이어 (MBC),https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/157/JNFC_157_1.jpg,(구) 장흥교도소,전남 장흥군 용산면 어산리 962,34.62939199157511,126.90022014505392,장흥군
춘정지란 (왓챠),https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/156/JNFC_156_1.jpg,순천왜성,전남 순천시 해룡면 신성리 산 1,34.907262893499,127.581156322184,순천시
우라까이 하루키 (티빙),https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/155/JNFC_155_1.jpg,산정동 골목,전남 목포시 산정동 1686-18,34.8035129331836,126.373756993927,목포시
붉은 단심 (KBS2),https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/154/JNFC_154.jpg,낙안읍성,전남 순천시 낙안면 동내리 438-1,34.90613559530928,127.34176553069862,순천시
내일 (MBC),https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/153/JNFC_153.jpg,순천드라마촬영장,전남 순천시 조례동 23,34.9584569682125,127.538244213124,순천시
파친코 (애플티비),https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/152/JNFC_152.jpg,순천드라마촬영장,전남 순천시 조례동 23,34.9584569682125,127.538244213124,순천시
뜨거운 피,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/119/JNFC_83.jpg,신안비치호텔,전남 목포시 죽교동 440-4,34.785508467954024,126.36921802140547,목포시
인민을 위해 복무하라,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/124/JNFC_89.jpeg,순천드라마촬영장,전남 순천시 조례동 23,34.9584569682125,127.538244213124,순천시
서른아홉 (JTBC),https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/151/JNFC_117.jpeg,(구) 장흥교도소,전남 장흥군 용산면 어산리 962,34.62939199157511,126.90022014505392,장흥군
지금 우리 학교는,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/202503/4eacc66e.jpg,(구) 장흥교도소,전남 장흥군 용산면 어산리 962,34.62939199157511,126.90022014505392,장흥군
킹메이커,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/118/JNFC_82.jpg,(폐) 조선내화주식회사 구목포공장,전남 목포시 온금동 122-6,34.7822243358993,126.372115263111,목포시
악의 마음을 읽는 자들 (SBS),https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/150/JNFC_116.jpeg,광양시청,전남 광양시 중동 1313,34.9404252535637,127.695930772812,광양시
꽃피면 달 생각하고 (KBS2),https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/147/JNFC_113.jpeg,담양 명옥헌원림,전남 담양군 고서면 산덕리 513,35.2196299104694,126.996102965041,담양군
설강화 (JTBC),https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/144/JNFC_110.png,(구) 장흥교도소,전남 장흥군 용산면 어산리 962,34.62939199157511,126.90022014505392,장흥군
배드 앤 크레이지 (tvN),https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/148/JNFC_114.jpeg,(구) 장흥교도소,전남 장흥군 용산면 어산리 962,34.62939199157511,126.90022014505392,장흥군
쇼윈도: 여왕의 집 (채널A),https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/146/JNFC_112.png,금오도_신선대,전남 여수시 남면 유송리 1141-2,34.5322675455201,127.70733077412,여수시
어느 날,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/202503/80a8cb99.jpg,(구) 장흥교도소,전남 장흥군 용산면 어산리 962,34.62939199157511,126.90022014505392,장흥군
옷소매 붉은 끝동 (MBC),https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/142/JNFC_108.jpeg,낙안읍성,전남 순천시 낙안면 동내리 438-1,34.90613559530928,127.34176553069862,순천시
어사와 조이 (tvN),https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/145/JNFC_111.jpeg,낙안읍성,전남 순천시 낙안면 동내리 438-1,34.90613559530928,127.34176553069862,순천시
크라임퍼즐,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/202503/2b57ef3e.jpg,(구) 장흥교도소,전남 장흥군 용산면 어산리 962,34.62939199157511,126.90022014505392,장흥군
지리산 (tvN),https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/132/JNFC_99.jpeg,(구) 장흥교도소,전남 장흥군 용산면 어산리 962,34.62939199157511,126.90022014505392,장흥군
동백,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/202503/98abd257.jpg,순천드라마촬영장,전남 순천시 조례동 23,34.9584569682125,127.538244213124,순천시
연모 (KBS2),https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/149/JNFC_115.jpeg,낙안읍성,전남 순천시 낙안면 동내리 438-1,34.90613559530928,127.34176553069862,순천시
홈타운 (tvN),https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/143/JNFC_109.jpeg,(구) 장흥교도소,전남 장흥군 용산면 어산리 962,34.62939199157511,126.90022014505392,장흥군
검은태양 (MBC),https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/141/JNFC_107.jpeg,퀸제누비아호,전남 목포시 해안동1가 10-6,34.780230161962,126.382278572314,목포시
너는 나의 봄 (tvN),https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/128/JNFC_103.jpeg,순천기독결핵재활원 (로이스 보양원),전남 순천시 조례동 131-1,34.9627447137361,127.536432785914,순천시
악마판사 (tvN),https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/140/JNFC_106.jpeg,(구) 장흥교도소,전남 장흥군 용산면 어산리 962,34.62939199157511,126.90022014505392,장흥군
"갓뎀, 유",https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/202503/aa7ae574.jpg,(구) 장흥교도소,전남 장흥군 용산면 어산리 962,34.62939199157511,126.90022014505392,장흥군
알고있지만 (JTBC),https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/139/JNFC_105.jpeg,여수 여유도예공방,전남 여수시 만흥동 47-6,34.7792220395699,127.745304487875,여수시
여고괴담 여섯번째 이야기 : 모교,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/120/JNFC_84.jpg,장흥우리병원,전남 장흥군 장흥읍 건산리 402-1,34.6783699571374,126.911134334395,장흥군
샤크 : 더 비기닝,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/202503/a3ece1d9.jpg,(구) 장흥교도소,전남 장흥군 용산면 어산리 962,34.62939199157511,126.90022014505392,장흥군
GODOK (고독) - 사이비 (Pseudo) (MV),https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/202503/55341751.jpg,(구) 장흥교도소,전남 장흥군 용산면 어산리 962,34.62939199157511,126.90022014505392,장흥군
B.I - 해변 (illa illa) (MV),https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/202503/8152a443.jpg,(구) 삼산중학교,인천 부평구 삼산동 445-1,37.5164485299888,126.73618117666,
라켓소년단 (SBS),https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/129/JNFC_102.jpeg,순천팔마종합운동장_실내체육관,전남 순천시 연향동 771,34.9352924967571,127.519813774748,순천시
범털2 : 쩐의 전쟁,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/126/JNFC_92.jpeg,돌산대교,전남 여수시 남산동 56-5,34.7307428628672,127.73469747694,여수시
오월의 청춘 (KBS2),https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/127/JNFC_104.jpeg,순천드라마촬영장,전남 순천시 조례동 23,34.9584569682125,127.538244213124,순천시
보쌈 (MBN),https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/130/JNFC_101.jpeg,낙안읍성,전남 순천시 낙안면 동내리 438-1,34.90613559530928,127.34176553069862,순천시
"다크홀 (OCN, tvN)",https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/134/JNFC_97.jpeg,(구) 삼산중학교,인천 부평구 삼산동 445-1,37.5164485299888,126.73618117666,
서복,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/202505/4764ae82.jpg,광양 이순신 대교,전남 광양시 금호동 920,34.90973666593992,127.70493085380974,광양시
자산어보,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/121/JNFC_86.jpg,강진 다산초당,전남 강진군 도암면 만덕리 산 103-3,34.5807627151258,126.745059019488,강진군
마우스 (tvN),https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/131/JNFC_100.jpeg,(구) 장흥교도소,전남 장흥군 용산면 어산리 962,34.62939199157511,126.90022014505392,장흥군
빈센조 (tvN),https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/133/JNFC_98.jpeg,스타인벡코리아,전남 광양시 중동 1816-1,34.92284920627,127.690756965724,광양시
차인표,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/202505/676c627b.jpg,(구) 승평중학교,전남 순천시 해룡면 신대리 1967,34.9380107159367,127.545387433668,순천시
해피니스,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/202503/3b56c8ad.jpg,돌산대교,전남 여수시 남산동 56-5,34.7307428628672,127.73469747694,여수시
이웃사촌,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/202505/e1fd7ac5.jpg,광양 황금2교,전남 광양시 황금동 2325,34.91473347751405,127.61842425007372,광양시
도도솔솔라라솔 (KBS2),https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/135/JNFC_96.jpeg,도도솔솔라라솔 드라마촬영지,전남 목포시 서산동 8-28,34.7828755895212,126.377467008555,목포시
디바,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/202505/a737b374.jpg,함평 대동저수지,전남 함평군 신광면 월암리 776-1,35.13575288334248,126.5078975534413,함평군
프리즈너,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/122/JNFC_87.jpeg,(구) 장흥교도소,전남 장흥군 용산면 어산리 962,34.62939199157511,126.90022014505392,장흥군
바람과 구름과 비 (TV 조선),https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/138/JNFC_93.jpeg,낙안읍성,전남 순천시 낙안면 동내리 438-1,34.90613559530928,127.34176553069862,순천시
저 산 너머,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/55/JNFC_80.jpg,낙안읍성,전남 순천시 낙안면 동내리 438-1,34.90613559530928,127.34176553069862,순천시
본 어게인 (KBS2),https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/137/JNFC_94.jpeg,(구) 장흥교도소,전남 장흥군 용산면 어산리 962,34.62939199157511,126.90022014505392,장흥군
더 게임: 0시를 향하여(MBC),https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/54/JNFC_79.jpg,(구) 장흥교도소,전남 장흥군 용산면 어산리 962,34.62939199157511,126.90022014505392,장흥군
백두산,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/49/JNFC_74.jpg,광양 광양항 국제여객터미널,전남 광양시 중동 1893,34.9220704651011,127.697062753107,광양시
타짜:원 아이드 잭,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/50/JNFC_75.jpg,강진 만덕호,전남 강진군 도암면 학장리 970,34.56562709728189,126.76137010064082,강진군
광대들: 풍문조작단,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/45/JNFC_65.jpg,해남 대흥사,전남 해남군 삼산면 구림리 799,34.476259217860296,126.61686693903478,해남군
나랏말싸미,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/42/JNFC_69.JPG,송광사,전남 순천시 송광면 신평리 12,35.00218023003931,127.2761303580498,순천시
롱 리브 더 킹 : 목포 영웅,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/39/JNFC_70.jpg,신안비치호텔,전남 목포시 죽교동 440-4,34.785508467954024,126.36921802140547,목포시
이몽(MBC),https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/48/JNFC_73_1.jpg,순천드라마촬영장,전남 순천시 조례동 23,34.9584569682125,127.538244213124,순천시
녹두꽃(SBS),https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/51/JNFC_76_1.jpg,보성 열화정,전남 보성군 득량면 오봉리 230,34.7637701627731,127.187884612359,보성군
크게 될 놈,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/27/JNFC_50.jpg,(구) 장흥교도소,전남 장흥군 용산면 어산리 962,34.62939199157511,126.90022014505392,장흥군
"다시, 봄",https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/44/JNFC_67.jpg,돌산도 향일암,전남 여수시 돌산읍 율림리 산 7-2,34.59158232458308,127.80382155501272,여수시
빙의(OCN),https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/52/JNFC_77.jpg,율촌성당중산공소,전남 여수시 율촌면 가장리 846-1,34.8457237502704,127.556428794398,여수시
자전차왕 엄복동,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/29/JNFC_52.jpg,담양 메타쉐콰이어길,전남 담양군 담양읍 금월리 36-2,35.33409191544845,127.0177791322334,담양군
드라마 스테이지 - 파고,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/202505/9bc97f0f.jpg,여수 남면 연도리,전남 여수시 남면 연도리,34.4366994377789,127.802220124847,여수시
뺑반,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/37/JNFC_66.jpg,영암 국제자동차경주장,전남 영암군 삼호읍 삼포리 1904,34.73596082831428,126.41034065000444,영암군
극한직업,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/43/JNFC_68.jpg,스타인벡코리아,전남 광양시 중동 1816-1,34.92284920627,127.690756965724,광양시
말모이,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/38/JNFC_64.jpg,순천드라마촬영장,전남 순천시 조례동 23,34.9584569682125,127.538244213124,순천시
PMC: 더 벙커 (Take Point),https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/28/JNFC_51.jpg,여수 마래 2터널,전남 여수시 덕충동 산 7-4,34.763329261655365,127.7502067791552,여수시
마약왕,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/31/JNFC_55.jpg,순천팔마종합운동장_실내체육관,전남 순천시 연향동 771,34.9352924967571,127.519813774748,순천시
리벤져,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/34/JNFC_60.jpg,광양 스타인벡코리아 물류창고,전남 광양시 중동 1816-1,34.92284920627,127.690756965724,광양시
플레이어(ocn),https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/36/JNFC_62.JPG,이순신마리나,전남 여수시 웅천동 1873-1,34.7454505180698,127.673171555126,여수시
흉부외과:심장을 훔친 의사들(SBS),https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/46/JNFC_72.jpg,목포한국병원,전남 목포시 상동 149-2,34.8092159034335,126.41633727291,목포시
하나뿐인 내편(KBS2),https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/41/JNFC_63.jpg,(구) 장흥교도소,전남 장흥군 용산면 어산리 962,34.62939199157511,126.90022014505392,장흥군
손 the guest(OCN),https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/47/JNFC_71.jpg,신지 명사십리,전남 완도군 신지면 신리 797-20,34.3268890790884,126.812664335897,완도군
백일의 낭군님(tvn),https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/35/JNFC_61.jpg,낙안읍성,전남 순천시 낙안면 동내리 438-1,34.90613559530928,127.34176553069862,순천시
미스터 션샤인,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/40/JNFC_58_1.jpg,낙안읍성,전남 순천시 낙안면 동내리 438-1,34.90613559530928,127.34176553069862,순천시
마녀,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/26/JNFC_49.jpg,광양읍 시계탑사거리,전남 광양시 광양읍 목성리,34.9742002106212,127.589154065722,광양시
7년의 밤,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/10/JNFC_17.jpg,순천드라마촬영장,전남 순천시 조례동 23,34.9584569682125,127.538244213124,순천시
tvN 문집,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/22/JNFC_28.jpg,낙안읍성,전남 순천시 낙안면 동내리 438-1,34.90613559530928,127.34176553069862,순천시
1987,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/30/JNFC_54.jpg,연희네슈퍼,전남 목포시 서산동 12-89,34.78171633298341,126.3772790647643,목포시
반드시 잡는다,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/202505/ce58d3db.jpg,달성아파트,대구 수성구 이천동 산 36-1,35.8473921940963,128.665917008017,
슬기로운 감빵생활,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/33/JNFC_57.JPG,(구) 장흥교도소,전남 장흥군 용산면 어산리 962,34.62939199157511,126.90022014505392,장흥군
살인자의 기억법,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/21/JNFC_19_1.jpg,순천드라마촬영장,전남 순천시 조례동 23,34.9584569682125,127.538244213124,순천시
V.I.P.,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/17/JNFC_26.jpg,순천드라마촬영장,전남 순천시 조례동 23,34.9584569682125,127.538244213124,순천시
꽃 피어라 달순아,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/23/JNFC_46.jpg,순천드라마촬영장,전남 순천시 조례동 23,34.9584569682125,127.538244213124,순천시
택시운전사,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/202411/9d512d0c.jpg,성동카공업사,전남 순천시 동외동 229-4,34.95324338975881,127.4890078736102,순천시
왕은 사랑한다,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/24/JNFC_47.jpg,낙안읍성,전남 순천시 낙안면 동내리 438-1,34.90613559530928,127.34176553069862,순천시
마차타고 고래고래,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/202505/3a378522.jpg,담양 메타쉐콰이어길,전남 담양군 담양읍 금월리 36-2,35.33409191544845,127.0177791322334,담양군
프리즌,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/202505/23f14f6f.jpg,(구) 장흥교도소,전남 장흥군 용산면 어산리 962,34.62939199157511,126.90022014505392,장흥군
루시드 드림,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/202505/a33208f3.jpg,담양 담양호,전남 담양군 용면 월계리 411-4,35.398751699949614,127.006001556352,담양군
조작된 도,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/202505/057c87cf.jpg,여수세계박람회,전남 여수시 덕충동 2005,34.7507842904887,127.7476164381326,여수시
피고인,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/25/JNFC_48.jpg,(구) 장흥교도소,전남 장흥군 용산면 어산리 962,34.62939199157511,126.90022014505392,장흥군
"무현, 두 도시 이야기 다큐멘터리",https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/19/JNFC_27.jpg,돌산대교,전남 여수시 남산동 56-5,34.7307428628672,127.73469747694,여수시
TV소설 저 하늘에 태양이,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/18/JNFC_25.jpg,순천드라마촬영장,전남 순천시 조례동 23,34.9584569682125,127.538244213124,순천시
덕혜옹주,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/11/JNFC_18.jpg,우전해수욕장,전남 신안군 증도면 우전리,34.9714714447936,126.137153901466,신안군
사냥,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/202505/048283c8.jpg,화순 광업소,전남 화순군 동면 복암리 893-3,35.0326961546462,127.069017778911,화순군
아가씨,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/202505/dce2cc7b.jpg,고흥 소록도,전남 고흥군 도양읍 소록리 산 152,34.5107738852421,127.118329678403,고흥군
곡성,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/202505/839d724f.jpg,곡성 석곡면,전남 곡성군 석곡면 방송리 851-4,35.173559988353134,127.26391758897552,곡성군
나청렴 의원 납치사건,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/15/JNFC_23_1.jpg,순천드라마촬영장,전남 순천시 조례동 23,34.9584569682125,127.538244213124,순천시
해어화,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/202505/40b6d929.jpg,마띠유,전남 여수시 공화동 766,34.7451810241321,127.744854452262,여수시
몬스터,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/12/JNFC_20.jpg,담양레이나CC(다이너스티CC),전남 담양군 담양읍 학동리 산 79,35.3103003584236,127.017136157226,담양군
진해성 - 멋진 여자(MV),https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/16/JNFC_24.jpg,순천드라마촬영장,전남 순천시 조례동 23,34.9584569682125,127.538244213124,순천시
설행-눈길을 걷다,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/8/JNFC_8_13.jpg,나주 노안성당,전남 나주시 노안면 양천리 750,35.1039541661265,126.675148493913,나주시
가화만사성,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/13/JNFC_21.jpg,순천드라마촬영장,전남 순천시 조례동 23,34.9584569682125,127.538244213124,순천시
순정,https://www.jnfilm.or.kr/web_cargo/bbs/injeonnam/202505/0e9f5953.jpg,고흥 중산일몰전망대,전남 고흥군 남양면 중산리 625-4,34.7384472692818,127.33169146001,고흥군
